criticalFound,Inspection_Date,Inspector_blue,Inspector_brown,Inspector_green,Inspector_orange,Inspector_purple,Inspector_yellow,pastSerious,pastCritical,timeSinceLast,ageAtInspection,consumption_on_premises_incidental_activity,tobacco_retail_over_counter,temperatureMax,heat_burglary,heat_sanitation,heat_garbage
0.0,15267,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,52.73,19.73093395380868,18.885728211674703,37.30639277088953
1.0,15267,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,52.73,8.053017138914388,23.31695433549911,14.968771783912734
0.0,15268,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,49.25333333333333,22.822638185884376,11.614515924777708,16.242308659959296
0.0,15271,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,62.49000000000001,34.05700012771472,10.482378998701071,24.921350646355343
0.0,15271,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,62.49000000000001,4.543672895196806,3.106264846472933,15.761071414271624
0.0,15272,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,65.94666666666666,17.038715798009186,8.583522034374226,38.495514099866696
0.0,15272,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,65.94666666666666,17.098429647296854,28.952323096137754,29.69723959368331
0.0,15272,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,65.94666666666666,8.306805475753947,16.636762363751007,30.2747091987077
0.0,15272,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,65.94666666666666,8.927896209686791,10.617809057570318,18.565621397784753
0.0,15272,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,65.94666666666666,16.288083435287955,16.82776798406699,38.80642819490828
0.0,15273,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,68.60666666666667,33.70907158189536,23.214960826755558,41.95059172737432
0.0,15274,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,64.86333333333334,1.3867443234678871,1.4092766284385791,1.955811496694688
0.0,15274,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,64.86333333333334,1.6129512444485774,1.3151230421063662,1.2005020304440277
0.0,15274,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,64.86333333333334,1.6129512444485774,1.3151230421063662,1.2005020304440277
0.0,15274,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,64.86333333333334,1.6415205989410242,1.7882097675151667,2.2003344086959262
0.0,15280,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,59.04999999999999,9.970881361581082,26.385231024218673,41.780940993295815
0.0,15280,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,59.04999999999999,16.06473969775723,2.9176037977555302,8.256760567919411
0.0,15281,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,61.84333333333333,8.165131040586264,7.276151459583754,21.989595567823052
0.0,15281,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,61.84333333333333,12.272603117089515,21.459666206987354,46.471642573973206
0.0,15281,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,61.84333333333333,6.9742239639669545,17.085116175445272,16.509965101035313
1.0,15282,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,59.25333333333333,12.142879082669985,24.04357134865662,42.06436516974996
0.0,15282,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,59.25333333333333,20.84489891470086,8.429373358964895,21.840798301613464
0.0,15282,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,59.25333333333333,5.2719058420066895,3.157476581042863,7.0374859586485625
0.0,15287,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,55.79,17.149889199768094,14.475398430805486,15.263630359075375
0.0,15288,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,56.16,3.967269260360995,2.2782640535416547,3.8412162241136127
1.0,15292,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,60.08666666666667,14.412912599673257,21.48965704143585,29.801398453448076
0.0,15292,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,60.08666666666667,6.714984966114317,18.479855903919173,18.767298642265967
0.0,15293,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,61.02,18.608951063289762,13.728339109848411,11.463320461582079
0.0,15294,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,61.82666666666668,9.463320840626055,10.423836723461376,7.142711671673808
0.0,15294,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,61.82666666666668,9.463320840626055,10.423836723461376,7.142711671673808
0.0,15295,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,54.32,9.486311670510156,10.567735656190198,7.152685197107147
0.0,15295,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,54.32,11.192838812749743,18.706993863361614,8.434172223157104
0.0,15295,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,54.32,10.728614981658213,16.926963450612465,9.847375483284331
0.0,15296,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,50.6,1.417613922440678,5.823748070274933,4.2957969998312935
0.0,15296,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,50.6,2.2558655557293927,5.097078332234994,9.93758956797742
0.0,15296,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,50.6,9.872421691155647,14.192098753749573,12.427454597536961
0.0,15299,0,0,0,1,0,0,0.0,0.0,0.010958904109589041,0,0.0,0.0,55.20333333333333,11.557051977556494,19.10247888431477,7.9386024995351745
0.0,15300,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,1.0,52.776666666666664,10.716950085534847,25.39895045788465,42.173736811616365
0.0,15306,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,54.05666666666666,9.66999394606247,23.476228239493622,39.405600435065296
0.0,15308,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,43.53,9.702977045638946,18.605779553185496,27.618516661893807
0.0,15309,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,42.08666666666667,1.2693537290266024,2.973523504363478,1.141833582406982
0.0,15309,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,42.08666666666667,1.2693537290266024,2.973523504363478,1.141833582406982
0.0,15309,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,42.08666666666667,1.2693537290266024,2.973523504363478,1.141833582406982
0.0,15309,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,42.08666666666667,1.2693537290266024,2.973523504363478,1.141833582406982
0.0,15314,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,1.0,47.63666666666668,42.03880833199619,31.0028103322372,50.0
0.0,15314,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,47.63666666666668,5.868670471234558,13.720325098318861,5.897916671084262
0.0,15314,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,47.63666666666668,17.549904099949018,4.7825877653713365,17.3730575347766
0.0,15315,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,43.66333333333333,1.1704740104884992,3.0541815719069088,1.1434639265192628
0.0,15315,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,43.66333333333333,1.1704740104884992,3.0541815719069088,1.1434639265192628
0.0,15315,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,43.66333333333333,1.1704740104884992,3.0541815719069088,1.1434639265192628
0.0,15315,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,43.66333333333333,1.2872672348158407,1.6914992007800096,1.3835362037579446
1.0,15315,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,43.66333333333333,1.5505002741813243,2.207870039777509,1.6765697011420595
0.0,15316,0,0,0,1,0,0,0.0,0.0,0.046575342465753435,0,0.0,0.0,37.67,10.61445323375164,22.29421379039748,9.153201033335478
0.0,15317,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,35.86666666666667,11.828224788406208,1.2254954730871743,11.65486582189122
